SchoolYear,OrganizationLevel,County,ESDOrganizationId,ESDName,DistrictOrganizationId,DistrictCode,DistrictName,StudentCount_OrganizationTotal,LanguageName,StudentCount_PrimaryLanguage,StudentCount_LanguageSpokenAtHome,StudentCount_PreferredFamilyLanguage,DataAsOf
2024-25,District,Kitsap,100005,Olympic Educational Service District 114,100244,18402,South Kitsap School District,9966,Ukrainian,6,5,6,2025 Oct 30 12:00:00 AM
2024-25,District,Kitsap,100005,Olympic Educational Service District 114,100244,18402,South Kitsap School District,9966,Vietnamese,6,7,3,2025 Oct 30 12:00:00 AM
2024-25,District,Kitsap,100005,Olympic Educational Service District 114,100244,18402,South Kitsap School District,9966,Yap,2,0,2,2025 Oct 30 12:00:00 AM
2024-25,District,Kitsap,100005,Olympic Educational Service District 114,100244,18402,South Kitsap School District,9966,Yoruba,1,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Kitsap,100005,Olympic Educational Service District 114,100244,18402,South Kitsap School District,9966,Zigula,0,0,4,2025 Oct 30 12:00:00 AM
2024-25,District,Kitsap,,,105768,18902,Suquamish Tribal Education Department,84,Arabic,0,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Kitsap,,,105768,18902,Suquamish Tribal Education Department,84,English,84,83,84,2025 Oct 30 12:00:00 AM
2024-25,District,Kitsap,105798,Washington State Charter School Commission,106245,18901,Catalyst Public Schools,552,English,529,533,537,2025 Oct 30 12:00:00 AM
2024-25,District,Kitsap,105798,Washington State Charter School Commission,106245,18901,Catalyst Public Schools,552,French,2,2,0,2025 Oct 30 12:00:00 AM
2024-25,District,Kitsap,105798,Washington State Charter School Commission,106245,18901,Catalyst Public Schools,552,Japanese,1,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Kitsap,105798,Washington State Charter School Commission,106245,18901,Catalyst Public Schools,552,Kurdish,3,2,2,2025 Oct 30 12:00:00 AM
2024-25,District,Kitsap,105798,Washington State Charter School Commission,106245,18901,Catalyst Public Schools,552,Spanish,12,9,10,2025 Oct 30 12:00:00 AM
2024-25,District,Kitsap,105798,Washington State Charter School Commission,106245,18901,Catalyst Public Schools,552,Tagalog,2,2,0,2025 Oct 30 12:00:00 AM
2024-25,District,Kitsap,105798,Washington State Charter School Commission,106245,18901,Catalyst Public Schools,552,Tigrinya,3,3,3,2025 Oct 30 12:00:00 AM
2024-25,District,Kittitas,100002,Educational Service District 105,100046,19404,Cle Elum-Roslyn School District,1100,Chinese-Unspecified,1,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Kittitas,100002,Educational Service District 105,100046,19404,Cle Elum-Roslyn School District,1100,English,1064,1070,1082,2025 Oct 30 12:00:00 AM
2024-25,District,Kittitas,100002,Educational Service District 105,100046,19404,Cle Elum-Roslyn School District,1100,French,3,2,0,2025 Oct 30 12:00:00 AM
2024-25,District,Kittitas,100002,Educational Service District 105,100046,19404,Cle Elum-Roslyn School District,1100,German,2,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Kittitas,100002,Educational Service District 105,100046,19404,Cle Elum-Roslyn School District,1100,"Greek, Modern",2,2,2,2025 Oct 30 12:00:00 AM
2024-25,District,Kittitas,100002,Educational Service District 105,100046,19404,Cle Elum-Roslyn School District,1100,Hindi,3,3,2,2025 Oct 30 12:00:00 AM
2024-25,District,Kittitas,100002,Educational Service District 105,100046,19404,Cle Elum-Roslyn School District,1100,Moldavian,1,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Kittitas,100002,Educational Service District 105,100046,19404,Cle Elum-Roslyn School District,1100,Nepali,1,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Kittitas,100002,Educational Service District 105,100046,19404,Cle Elum-Roslyn School District,1100,Punjabi,1,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Kittitas,100002,Educational Service District 105,100046,19404,Cle Elum-Roslyn School District,1100,Romanian,1,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Kittitas,100002,Educational Service District 105,100046,19404,Cle Elum-Roslyn School District,1100,Russian,3,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Kittitas,100002,Educational Service District 105,100046,19404,Cle Elum-Roslyn School District,1100,Spanish,18,19,14,2025 Oct 30 12:00:00 AM
2024-25,District,Kittitas,100002,Educational Service District 105,100046,19404,Cle Elum-Roslyn School District,1100,Vietnamese,0,1,1,2025 Oct 30 12:00:00 AM
2024-25,District,Kittitas,100002,Educational Service District 105,100063,19007,Damman School District,49,English,47,46,49,2025 Oct 30 12:00:00 AM
2024-25,District,Kittitas,100002,Educational Service District 105,100063,19007,Damman School District,49,Spanish,2,3,3,2025 Oct 30 12:00:00 AM
2024-25,District,Kittitas,100002,Educational Service District 105,100073,19028,Easton School District,95,English,79,80,83,2025 Oct 30 12:00:00 AM
2024-25,District,Kittitas,100002,Educational Service District 105,100073,19028,Easton School District,95,Spanish,16,15,12,2025 Oct 30 12:00:00 AM
2024-25,District,Kittitas,100002,Educational Service District 105,100076,19401,Ellensburg School District,3643,American Sign Language,3,4,2,2025 Oct 30 12:00:00 AM
2024-25,District,Kittitas,100002,Educational Service District 105,100076,19401,Ellensburg School District,3643,Arabic,4,4,4,2025 Oct 30 12:00:00 AM
2024-25,District,Kittitas,100002,Educational Service District 105,100076,19401,Ellensburg School District,3643,Chinese-Cantonese,11,11,4,2025 Oct 30 12:00:00 AM
2024-25,District,Kittitas,100002,Educational Service District 105,100076,19401,Ellensburg School District,3643,English,3137,3194,3316,2025 Oct 30 12:00:00 AM
2024-25,District,Kittitas,100002,Educational Service District 105,100076,19401,Ellensburg School District,3643,Ethiopic,0,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Kittitas,100002,Educational Service District 105,100076,19401,Ellensburg School District,3643,Farsi,1,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Kittitas,100002,Educational Service District 105,100076,19401,Ellensburg School District,3643,German,2,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Kittitas,100002,Educational Service District 105,100076,19401,Ellensburg School District,3643,Japanese,1,1,1,2025 Oct 30 12:00:00 AM
2024-25,District,Kittitas,100002,Educational Service District 105,100076,19401,Ellensburg School District,3643,Korean,2,1,3,2025 Oct 30 12:00:00 AM
2024-25,District,Kittitas,100002,Educational Service District 105,100076,19401,Ellensburg School District,3643,Nepali,5,5,3,2025 Oct 30 12:00:00 AM
2024-25,District,Kittitas,100002,Educational Service District 105,100076,19401,Ellensburg School District,3643,Pilipino/Filipino,1,1,2,2025 Oct 30 12:00:00 AM
2024-25,District,Kittitas,100002,Educational Service District 105,100076,19401,Ellensburg School District,3643,Punjabi,4,3,2,2025 Oct 30 12:00:00 AM
2024-25,District,Kittitas,100002,Educational Service District 105,100076,19401,Ellensburg School District,3643,Russian,2,3,2,2025 Oct 30 12:00:00 AM
2024-25,District,Kittitas,100002,Educational Service District 105,100076,19401,Ellensburg School District,3643,Spanish,447,403,356,2025 Oct 30 12:00:00 AM
2024-25,District,Kittitas,100002,Educational Service District 105,100076,19401,Ellensburg School District,3643,Unknown,16,8,5,2025 Oct 30 12:00:00 AM
2024-25,District,Kittitas,100002,Educational Service District 105,100076,19401,Ellensburg School District,3643,Vietnamese,7,4,6,2025 Oct 30 12:00:00 AM
2024-25,District,Kittitas,100002,Educational Service District 105,100120,19403,Kittitas School District,324,English,272,271,284,2025 Oct 30 12:00:00 AM
2024-25,District,Kittitas,100002,Educational Service District 105,100120,19403,Kittitas School District,324,Spanish,52,53,40,2025 Oct 30 12:00:00 AM
2024-25,District,Kittitas,100002,Educational Service District 105,100266,19400,Thorp School District,285,English,276,278,278,2025 Oct 30 12:00:00 AM
2024-25,District,Kittitas,100002,Educational Service District 105,100266,19400,Thorp School District,285,Spanish,9,7,8,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100002,Educational Service District 105,100023,20203,Bickleton School District,97,English,80,81,86,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100002,Educational Service District 105,100023,20203,Bickleton School District,97,Spanish,15,16,11,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100002,Educational Service District 105,100023,20203,Bickleton School District,97,Tagalog,2,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100003,Educational Service District 112,100037,20215,Centerville School District,93,English,89,89,89,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100003,Educational Service District 112,100037,20215,Centerville School District,93,Spanish,4,4,4,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100003,Educational Service District 112,100093,20401,Glenwood School District,70,English,70,70,70,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100002,Educational Service District 105,100094,20404,Goldendale School District,3751,Afrikaans,1,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100002,Educational Service District 105,100094,20404,Goldendale School District,3751,Albanian,1,1,2,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100002,Educational Service District 105,100094,20404,Goldendale School District,3751,American Sign Language,1,3,4,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100002,Educational Service District 105,100094,20404,Goldendale School District,3751,Amharic,1,2,1,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100002,Educational Service District 105,100094,20404,Goldendale School District,3751,Arabic,10,11,10,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100002,Educational Service District 105,100094,20404,Goldendale School District,3751,Bisaya,0,0,1,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100002,Educational Service District 105,100094,20404,Goldendale School District,3751,Bulgarian,1,0,1,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100002,Educational Service District 105,100094,20404,Goldendale School District,3751,Burmese,1,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100002,Educational Service District 105,100094,20404,Goldendale School District,3751,Cebuano,1,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100002,Educational Service District 105,100094,20404,Goldendale School District,3751,Chamorro,0,1,1,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100002,Educational Service District 105,100094,20404,Goldendale School District,3751,Chinese-Cantonese,1,2,2,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100002,Educational Service District 105,100094,20404,Goldendale School District,3751,Chinese-Mandarin,3,2,2,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100002,Educational Service District 105,100094,20404,Goldendale School District,3751,Chuuk,2,1,2,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100002,Educational Service District 105,100094,20404,Goldendale School District,3751,Dari,2,2,3,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100002,Educational Service District 105,100094,20404,Goldendale School District,3751,English,3497,3491,3658,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100002,Educational Service District 105,100094,20404,Goldendale School District,3751,Farsi,1,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100002,Educational Service District 105,100094,20404,Goldendale School District,3751,German,1,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100002,Educational Service District 105,100094,20404,Goldendale School District,3751,Gujarati,3,2,3,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100002,Educational Service District 105,100094,20404,Goldendale School District,3751,Hindi,1,1,2,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100002,Educational Service District 105,100094,20404,Goldendale School District,3751,Igbo,0,0,2,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100002,Educational Service District 105,100094,20404,Goldendale School District,3751,Indonesian,0,0,1,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100002,Educational Service District 105,100094,20404,Goldendale School District,3751,Italian,2,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100002,Educational Service District 105,100094,20404,Goldendale School District,3751,Korean,3,1,2,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100002,Educational Service District 105,100094,20404,Goldendale School District,3751,Mandinka,0,3,0,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100002,Educational Service District 105,100094,20404,Goldendale School District,3751,Marshallese,2,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100002,Educational Service District 105,100094,20404,Goldendale School District,3751,Mongolian,0,1,1,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100002,Educational Service District 105,100094,20404,Goldendale School District,3751,Oromo,0,5,5,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100002,Educational Service District 105,100094,20404,Goldendale School District,3751,Pashai,1,1,1,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100002,Educational Service District 105,100094,20404,Goldendale School District,3751,Pashto,4,6,7,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100002,Educational Service District 105,100094,20404,Goldendale School District,3751,Persian,2,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100002,Educational Service District 105,100094,20404,Goldendale School District,3751,Polish,1,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100002,Educational Service District 105,100094,20404,Goldendale School District,3751,Portuguese,1,1,6,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100002,Educational Service District 105,100094,20404,Goldendale School District,3751,Punjabi,2,2,0,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100002,Educational Service District 105,100094,20404,Goldendale School District,3751,Romanian,1,1,1,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100002,Educational Service District 105,100094,20404,Goldendale School District,3751,Russian,48,40,39,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100002,Educational Service District 105,100094,20404,Goldendale School District,3751,Shona,1,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100002,Educational Service District 105,100094,20404,Goldendale School District,3751,Somali,2,10,12,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100002,Educational Service District 105,100094,20404,Goldendale School District,3751,Spanish,132,137,134,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100002,Educational Service District 105,100094,20404,Goldendale School District,3751,Tagalog,3,2,2,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100002,Educational Service District 105,100094,20404,Goldendale School District,3751,Tamil,0,1,1,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100002,Educational Service District 105,100094,20404,Goldendale School District,3751,Telugu,1,2,1,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100002,Educational Service District 105,100094,20404,Goldendale School District,3751,Thai,2,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100002,Educational Service District 105,100094,20404,Goldendale School District,3751,Tswana,1,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100002,Educational Service District 105,100094,20404,Goldendale School District,3751,Turkish,3,3,3,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100002,Educational Service District 105,100094,20404,Goldendale School District,3751,Ukrainian,7,10,9,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100002,Educational Service District 105,100094,20404,Goldendale School District,3751,Urdu,1,2,2,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100002,Educational Service District 105,100094,20404,Goldendale School District,3751,Yakima,3,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100003,Educational Service District 112,100121,20402,Klickitat School District,79,English,79,79,79,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100003,Educational Service District 112,100135,20406,Lyle School District,220,English,203,204,205,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100003,Educational Service District 112,100135,20406,Lyle School District,220,Spanish,17,16,15,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100003,Educational Service District 112,100224,20403,Roosevelt School District,26,English,4,3,5,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100003,Educational Service District 112,100224,20403,Roosevelt School District,26,Spanish,22,23,21,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100003,Educational Service District 112,100272,20400,Trout Lake School District,229,Cambodian,0,2,0,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100003,Educational Service District 112,100272,20400,Trout Lake School District,229,English,220,217,228,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100003,Educational Service District 112,100272,20400,Trout Lake School District,229,Spanish,9,10,8,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100003,Educational Service District 112,100295,20405,White Salmon Valley School District,1166,Danish,1,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100003,Educational Service District 112,100295,20405,White Salmon Valley School District,1166,English,901,932,979,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100003,Educational Service District 112,100295,20405,White Salmon Valley School District,1166,German,1,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100003,Educational Service District 112,100295,20405,White Salmon Valley School District,1166,Japanese,2,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100003,Educational Service District 112,100295,20405,White Salmon Valley School District,1166,Portuguese,2,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100003,Educational Service District 112,100295,20405,White Salmon Valley School District,1166,Russian,0,0,1,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100003,Educational Service District 112,100295,20405,White Salmon Valley School District,1166,Spanish,257,231,204,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100003,Educational Service District 112,100295,20405,White Salmon Valley School District,1166,Tagalog,0,0,2,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100003,Educational Service District 112,100295,20405,White Salmon Valley School District,1166,Thai,2,1,2,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100003,Educational Service District 112,100301,20094,Wishram School District,105,English,99,104,105,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100003,Educational Service District 112,100301,20094,Wishram School District,105,Spanish,0,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Klickitat,100003,Educational Service District 112,100301,20094,Wishram School District,105,Unknown,6,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100011,21226,Adna School District,671,Dutch,1,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100011,21226,Adna School District,671,English,656,657,663,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100011,21226,Adna School District,671,German,1,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100011,21226,Adna School District,671,Spanish,13,12,8,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100025,21234,Boistfort School District,365,Amharic,1,1,1,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100025,21234,Boistfort School District,365,Armenian,1,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100025,21234,Boistfort School District,365,Chinese-Unspecified,1,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100025,21234,Boistfort School District,365,Edo,0,0,1,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100025,21234,Boistfort School District,365,English,260,279,317,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100025,21234,Boistfort School District,365,Moldavian,2,2,0,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100025,21234,Boistfort School District,365,Romanian,0,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100025,21234,Boistfort School District,365,Russian,84,65,38,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100025,21234,Boistfort School District,365,Spanish,8,8,7,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100025,21234,Boistfort School District,365,Ukrainian,8,7,4,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100040,21401,Centralia School District,3677,Arabic,1,0,2,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100040,21401,Centralia School District,3677,Chinese-Unspecified,4,3,0,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100040,21401,Centralia School District,3677,Dinka,1,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100040,21401,Centralia School District,3677,Dutch,1,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100040,21401,Centralia School District,3677,English,2806,2834,3010,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100040,21401,Centralia School District,3677,German,0,0,1,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100040,21401,Centralia School District,3677,Mam,4,3,0,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100040,21401,Centralia School District,3677,Marshallese,6,4,0,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100040,21401,Centralia School District,3677,Pilipino/Filipino,1,1,1,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100040,21401,Centralia School District,3677,Punjabi,1,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100040,21401,Centralia School District,3677,Q'anjob'al,5,5,4,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100040,21401,Centralia School District,3677,Russian,6,6,1,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100040,21401,Centralia School District,3677,Spanish,834,811,729,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100040,21401,Centralia School District,3677,Swahili,4,5,3,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100040,21401,Centralia School District,3677,Tagalog,0,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100040,21401,Centralia School District,3677,Ukrainian,1,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100040,21401,Centralia School District,3677,Vietnamese,2,2,0,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100041,21302,Chehalis School District,3566,Akan,1,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100041,21302,Chehalis School District,3566,American Sign Language,1,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100041,21302,Chehalis School District,3566,Bulgarian,1,0,1,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100041,21302,Chehalis School District,3566,Chinese-Cantonese,2,3,8,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100041,21302,Chehalis School District,3566,Chinese-Mandarin,1,1,2,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100041,21302,Chehalis School District,3566,Chinese-Unspecified,3,3,0,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100041,21302,Chehalis School District,3566,Chuuk,1,2,1,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100041,21302,Chehalis School District,3566,Dinka,5,6,0,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100041,21302,Chehalis School District,3566,English,3289,3294,3402,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100041,21302,Chehalis School District,3566,Indonesian,1,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100041,21302,Chehalis School District,3566,Japanese,4,5,0,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100041,21302,Chehalis School District,3566,Kanjobal,2,2,3,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100041,21302,Chehalis School District,3566,Khmer,1,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100041,21302,Chehalis School District,3566,Korean,1,1,1,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100041,21302,Chehalis School District,3566,Mandingo,1,1,3,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100041,21302,Chehalis School District,3566,Mandinka,2,2,0,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100041,21302,Chehalis School District,3566,Marshallese,1,2,0,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100041,21302,Chehalis School District,3566,Maya-Quiche,0,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100041,21302,Chehalis School District,3566,Polish,1,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100041,21302,Chehalis School District,3566,Punjabi,8,8,8,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100041,21302,Chehalis School District,3566,Q'anjob'al,1,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100041,21302,Chehalis School District,3566,Russian,1,1,2,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100041,21302,Chehalis School District,3566,Samoan,1,1,2,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100041,21302,Chehalis School District,3566,Somali,1,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100041,21302,Chehalis School District,3566,Spanish,229,223,194,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100041,21302,Chehalis School District,3566,Tagalog,2,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100041,21302,Chehalis School District,3566,Tongan,1,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100041,21302,Chehalis School District,3566,Twi,2,2,3,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100041,21302,Chehalis School District,3566,Ukrainian,2,1,2,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100082,21036,Evaline School District,59,English,57,56,58,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100082,21036,Evaline School District,59,Spanish,2,3,1,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100152,21214,Morton School District,493,English,489,490,492,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100152,21214,Morton School District,493,Spanish,1,1,1,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100152,21214,Morton School District,493,Tagalog,1,2,1,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100152,21214,Morton School District,493,Thai,2,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100154,21206,Mossyrock School District,701,English,563,566,598,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100154,21206,Mossyrock School District,701,Spanish,138,135,118,2025 Oct 30 12:00:00 AM
