SchoolYear,OrganizationLevel,County,ESDOrganizationId,ESDName,DistrictOrganizationId,DistrictCode,DistrictName,StudentCount_OrganizationTotal,LanguageName,StudentCount_PrimaryLanguage,StudentCount_LanguageSpokenAtHome,StudentCount_PreferredFamilyLanguage,DataAsOf
2024-25,County,Columbia,,County Total,,,County Total,1687,Oromo,1,1,1,2025 Oct 30 12:00:00 AM
2024-25,County,Columbia,,County Total,,,County Total,1687,Pashto,0,2,0,2025 Oct 30 12:00:00 AM
2024-25,County,Columbia,,County Total,,,County Total,1687,Pilipino/Filipino,1,0,3,2025 Oct 30 12:00:00 AM
2024-25,County,Columbia,,County Total,,,County Total,1687,Portuguese,2,0,1,2025 Oct 30 12:00:00 AM
2024-25,County,Columbia,,County Total,,,County Total,1687,Punjabi,1,1,1,2025 Oct 30 12:00:00 AM
2024-25,County,Columbia,,County Total,,,County Total,1687,Romanian,1,1,0,2025 Oct 30 12:00:00 AM
2024-25,County,Columbia,,County Total,,,County Total,1687,Russian,16,9,6,2025 Oct 30 12:00:00 AM
2024-25,County,Columbia,,County Total,,,County Total,1687,Samoan,2,1,0,2025 Oct 30 12:00:00 AM
2024-25,County,Columbia,,County Total,,,County Total,1687,Somali,7,12,3,2025 Oct 30 12:00:00 AM
2024-25,County,Columbia,,County Total,,,County Total,1687,Sotho,0,1,0,2025 Oct 30 12:00:00 AM
2024-25,County,Columbia,,County Total,,,County Total,1687,Spanish,79,37,39,2025 Oct 30 12:00:00 AM
2024-25,County,Columbia,,County Total,,,County Total,1687,Swahili,3,3,1,2025 Oct 30 12:00:00 AM
2024-25,County,Columbia,,County Total,,,County Total,1687,Tagalog,5,3,0,2025 Oct 30 12:00:00 AM
2024-25,County,Columbia,,County Total,,,County Total,1687,Tigrinya,1,2,0,2025 Oct 30 12:00:00 AM
2024-25,County,Columbia,,County Total,,,County Total,1687,Ukrainian,5,2,1,2025 Oct 30 12:00:00 AM
2024-25,County,Columbia,,County Total,,,County Total,1687,Unknown,5,2,7,2025 Oct 30 12:00:00 AM
2024-25,County,Columbia,,County Total,,,County Total,1687,Urdu,2,2,0,2025 Oct 30 12:00:00 AM
2024-25,County,Cowlitz,,County Total,,,County Total,18391,Albanian,0,0,2,2025 Oct 30 12:00:00 AM
2024-25,County,Cowlitz,,County Total,,,County Total,18391,American Sign Language,11,7,3,2025 Oct 30 12:00:00 AM
2024-25,County,Cowlitz,,County Total,,,County Total,18391,Apache,0,0,1,2025 Oct 30 12:00:00 AM
2024-25,County,Cowlitz,,County Total,,,County Total,18391,Arabic,1,0,0,2025 Oct 30 12:00:00 AM
2024-25,County,Cowlitz,,County Total,,,County Total,18391,Bosnian,0,0,3,2025 Oct 30 12:00:00 AM
2024-25,County,Cowlitz,,County Total,,,County Total,18391,Bulgarian,2,2,2,2025 Oct 30 12:00:00 AM
2024-25,County,Cowlitz,,County Total,,,County Total,18391,Cambodian,24,20,11,2025 Oct 30 12:00:00 AM
2024-25,County,Cowlitz,,County Total,,,County Total,18391,Cebuano,3,0,0,2025 Oct 30 12:00:00 AM
2024-25,County,Cowlitz,,County Total,,,County Total,18391,Chinese-Cantonese,4,4,4,2025 Oct 30 12:00:00 AM
2024-25,County,Cowlitz,,County Total,,,County Total,18391,Chinese-Mandarin,8,7,4,2025 Oct 30 12:00:00 AM
2024-25,County,Cowlitz,,County Total,,,County Total,18391,Chinese-Unspecified,16,16,20,2025 Oct 30 12:00:00 AM
2024-25,County,Cowlitz,,County Total,,,County Total,18391,Chungki/Chunkese,0,0,1,2025 Oct 30 12:00:00 AM
2024-25,County,Cowlitz,,County Total,,,County Total,18391,Chuuk,171,171,159,2025 Oct 30 12:00:00 AM
2024-25,County,Cowlitz,,County Total,,,County Total,18391,Creole,1,0,0,2025 Oct 30 12:00:00 AM
2024-25,County,Cowlitz,,County Total,,,County Total,18391,Czech,1,0,0,2025 Oct 30 12:00:00 AM
2024-25,County,Cowlitz,,County Total,,,County Total,18391,English,16463,16574,16909,2025 Oct 30 12:00:00 AM
2024-25,County,Cowlitz,,County Total,,,County Total,18391,Estonian,4,4,0,2025 Oct 30 12:00:00 AM
2024-25,County,Cowlitz,,County Total,,,County Total,18391,Finnish,3,1,0,2025 Oct 30 12:00:00 AM
